"Genes"	"Synonyms"	"Accession-1"	"Accession-2"	"Names"	"Object ID"
"RPA190"		"YOR341W"		"RPA190" // "YOR341W"	"G3O-33816"
"RPA34"		"YJL148W"		"RPA34" // "YJL148W"	"G3O-31592"
"RPA43"		"YOR340C"		"RPA43" // "YOR340C"	"G3O-33815"
"RPA49"		"YNL248C"		"RPA49" // "YNL248C"	"G3O-33245"
"RPB10"		"YOR210W"		"RPB10" // "YOR210W"	"G3O-33712"
"RPB11"		"YOL005C"		"RPB11" // "YOL005C"	"G3O-33422"
"RPB2"		"YOR151C"		"RPB2" // "YOR151C"	"G3O-33668"
"RPB3"		"YIL021W"		"RPB3" // "YIL021W"	"G3O-31296"
"RPB4"		"YJL140W"		"RPB4" // "YJL140W"	"G3O-31585"
"RPB5"		"YBR154C"		"RPB5" // "YBR154C"	"G3O-29104"
"RPB7"		"YDR404C"		"RPB7" // "YDR404C"	"G3O-29948"
"RPB8"		"YOR224C"		"RPB8" // "YOR224C"	"G3O-33723"
"RPB9"		"YGL070C"		"RPB9" // "YGL070C"	"G3O-30573"
"RPC10"		"YHR143W-A"		"RPC10" // "YHR143W-A"	"G3O-31179"
"RPC11"		"YDR045C"		"RPC11" // "YDR045C"	"G3O-29658"
"RPC17"		"YJL011C"		"RPC17" // "YJL011C"	"G3O-31487"
"RPC19"		"YNL113W"		"RPC19" // "YNL113W"	"G3O-33137"
"RPC25"		"YKL144C"		"RPC25" // "YKL144C"	"G3O-31919"
"RPC31"		"YNL151C"		"RPC31" // "YNL151C"	"G3O-33168"
"RPC34"		"YNR003C"		"RPC34" // "YNR003C"	"G3O-33322"
"RPC37"		"YKR025W"		"RPC37" // "YKR025W"	"G3O-32001"
"RPC40"		"YPR110C"		"RPC40" // "YPR110C"	"G3O-34250"
"RPC53"		"YDL150W"		"RPC53" // "YDL150W"	"G3O-29547"
"RPC82"		"YPR190C"		"RPC82" // "YPR190C"	"G3O-34313"
"RPD3"		"YNL330C"		"RPD3" // "YNL330C"	"G3O-33314"
"RPE1"	"POS18" // "EPI1" // "ribulose-phosphate 3-epimerase"	"RPE1"		"RPE1" // "POS18" // "EPI1" // "ribulose-phosphate 3-epimerase" // "RPE1"	"YJL121C"
"RPF1"		"YHR088W"		"RPF1" // "YHR088W"	"G3O-31135"
"RPF2"		"YKR081C"		"RPF2" // "YKR081C"	"G3O-32044"
"RPG1"		"YBR079C"		"RPG1" // "YBR079C"	"G3O-29047"
"RPH1"		"YER169W"		"RPH1" // "YER169W"	"G3O-30330"
"RPI1"		"YIL119C"		"RPI1" // "YIL119C"	"G3O-31372"
"RPL10"		"YLR075W"		"RPL10" // "YLR075W"	"G3O-32227"
"RPL11A"		"YPR102C"		"RPL11A" // "YPR102C"	"G3O-34242"
"RPL11B"		"YGR085C"		"RPL11B" // "YGR085C"	"G3O-30797"
"RPL12A"		"YEL054C"		"RPL12A" // "YEL054C"	"G3O-30172"
"RPL12B"		"YDR418W"		"RPL12B" // "YDR418W"	"G3O-29959"
"RPL13A"		"YDL082W"		"RPL13A" // "YDL082W"	"G3O-29491"
"RPL13B"		"YMR142C"		"RPL13B" // "YMR142C"	"G3O-32834"
"RPL14A"		"YKL006W"		"RPL14A" // "YKL006W"	"G3O-31816"
"RPL14B"		"YHL001W"		"RPL14B" // "YHL001W"	"G3O-31025"
"RPL15A"		"YLR029C"		"RPL15A" // "YLR029C"	"G3O-32188"
"RPL15B"		"YMR121C"		"RPL15B" // "YMR121C"	"G3O-32815"
"RPL16A"		"YIL133C"		"RPL16A" // "YIL133C"	"G3O-31384"
"RPL16B"		"YNL069C"		"RPL16B" // "YNL069C"	"G3O-33099"
"RPL17A"		"YKL180W"		"RPL17A" // "YKL180W"	"G3O-31946"
"RPL17B"		"YJL177W"		"RPL17B" // "YJL177W"	"G3O-31612"
"RPL18A"		"YOL120C"		"RPL18A" // "YOL120C"	"G3O-33516"
"RPL18B"		"YNL301C"		"RPL18B" // "YNL301C"	"G3O-33289"
"RPL19A"		"YBR084C-A"		"RPL19A" // "YBR084C-A"	"G3O-29228"
"RPL19B"		"YBL027W"		"RPL19B" // "YBL027W"	"G3O-28930"
"RPL1A"		"YPL220W"		"RPL1A" // "YPL220W"	"G3O-34109"
"RPL1B"		"YGL135W"		"RPL1B" // "YGL135W"	"G3O-30630"
"RPL20A"		"YMR242C"		"RPL20A" // "YMR242C"	"G3O-32922"
"RPL20B"		"YOR312C"		"RPL20B" // "YOR312C"	"G3O-33795"
"RPL21A"		"YBR191W"		"RPL21A" // "YBR191W"	"G3O-29133"
"RPL21B"		"YPL079W"		"RPL21B" // "YPL079W"	"G3O-33986"
"RPL22A"		"YLR061W"		"RPL22A" // "YLR061W"	"G3O-32215"
"RPL22B"		"YFL034C-A"		"RPL22B" // "YFL034C-A"	"G3O-30505"
"RPL23A"		"YBL087C"		"RPL23A" // "YBL087C"	"G3O-28976"
"RPL23B"		"YER117W"		"RPL23B" // "YER117W"	"G3O-30281"
"RPL24A"		"YGL031C"		"RPL24A" // "YGL031C"	"G3O-30547"
"RPL24B"		"YGR148C"		"RPL24B" // "YGR148C"	"G3O-30851"
"RPL25"		"YOL127W"		"RPL25" // "YOL127W"	"G3O-33522"
"RPL26A"		"YLR344W"		"RPL26A" // "YLR344W"	"G3O-32420"
"RPL26B"		"YGR034W"		"RPL26B" // "YGR034W"	"G3O-30756"
"RPL27A"		"YHR010W"		"RPL27A" // "YHR010W"	"G3O-31073"
"RPL27B"		"YDR471W"		"RPL27B" // "YDR471W"	"G3O-29998"
"RPL28"		"YGL103W"		"RPL28" // "YGL103W"	"G3O-30602"
"RPL29"		"YFR032C-A"		"RPL29" // "YFR032C-A"	"G3O-30506"
"RPL2A"		"YFR031C-A"		"RPL2A" // "YFR031C-A"	"G3O-30501"
"RPL2B"		"YIL018W"		"RPL2B" // "YIL018W"	"G3O-31294"
"RPL3"		"YOR063W"		"a ribosomal protein L3" // "YOR063W"	"G3O-33603"
"RPL30"		"YGL030W"		"RPL30" // "YGL030W"	"G3O-30546"
"RPL31A"		"YDL075W"		"RPL31A" // "YDL075W"	"G3O-29486"
"RPL31B"		"YLR406C"		"RPL31B" // "YLR406C"	"G3O-32468"
"RPL32"		"YBL092W"		"RPL32" // "YBL092W"	"G3O-28980"
"RPL33A"		"YPL143W"		"RPL33A" // "YPL143W"	"G3O-34040"
"RPL33B"		"YOR234C"		"RPL33B" // "YOR234C"	"G3O-33732"
"RPL34A"		"YER056C-A"		"RPL34A" // "YER056C-A"	"G3O-30350"
"RPL34B"		"YIL052C"		"RPL34B" // "YIL052C"	"G3O-31323"
"RPL35A"		"YDL191W"		"RPL35A" // "YDL191W"	"G3O-29576"
"RPL35B"		"YDL136W"		"RPL35B" // "YDL136W"	"G3O-29535"
"RPL36A"		"YMR194W"		"RPL36A" // "YMR194W"	"G3O-32881"
"RPL36B"		"YPL249C-A"		"RPL36B" // "YPL249C-A"	"G3O-34326"
"RPL37A"		"YLR185W"		"RPL37A" // "YLR185W"	"G3O-32308"
"RPL37B"		"YDR500C"		"RPL37B" // "YDR500C"	"G3O-30023"
"RPL38"		"YLR325C"		"RPL38" // "YLR325C"	"G3O-32408"
"RPL39"		"YJL189W"		"RPL39" // "YJL189W"	"G3O-31621"
"RPL40A"		"YIL148W"		"RPL40A" // "YIL148W"	"G3O-31397"
"RPL40B"		"YKR094C"		"RPL40B" // "YKR094C"	"G3O-32057"
"RPL41A"		"YDL184C"		"RPL41A" // "YDL184C"	"G3O-29570"
"RPL41B"		"YDL133C-A"		"RPL41B" // "YDL133C-A"	"G3O-29533"
"RPL42A"		"YNL162W"		"RPL42A" // "YNL162W"	"G3O-33178"
"RPL42B"		"YHR141C"		"RPL42B" // "YHR141C"	"G3O-31177"
"RPL43A"		"YPR043W"		"RPL43A" // "YPR043W"	"G3O-34199"
"RPL43B"		"YJR094W-A"		"RPL43B" // "YJR094W-A"	"G3O-31722"
"RPL4A"		"YBR031W"		"RPL4A" // "YBR031W"	"G3O-29009"
"RPL4B"		"YDR012W"		"RPL4B" // "YDR012W"	"G3O-29631"
"RPL5"		"YPL131W"		"RPL5" // "YPL131W"	"G3O-34030"
"RPL6A"		"YML073C"		"RPL6A" // "YML073C"	"G3O-32667"
"RPL6B"		"YLR448W"		"RPL6B" // "YLR448W"	"G3O-32503"
"RPL7A"		"YGL076C"		"RPL7A" // "YGL076C"	"G3O-30577"
"RPL7B"		"YPL198W"		"RPL7B" // "YPL198W"	"G3O-34090"
"RPL8A"		"YHL033C"		"RPL8A" // "YHL033C"	"G3O-31052"
"RPL8B"		"YLL045C"		"RPL8B" // "YLL045C"	"G3O-32145"
"RPL9A"		"YGL147C"		"RPL9A" // "YGL147C"	"G3O-30641"
"RPL9B"		"YNL067W"		"RPL9B" // "YNL067W"	"G3O-33097"
"RPM1"		"RPM1"		"RPM1" // "RPM1"	"G3O-34413"
"RPM2"		"RPM2"		"RPM2" // "RPM2"	"YML091C"
"RPN1"		"YHR027C"		"RPN1" // "YHR027C"	"G3O-31087"
"RPN10"		"YHR200W"		"RPN10" // "YHR200W"	"G3O-31228"
"RPN11"		"YFR004W"		"RPN11" // "YFR004W"	"G3O-30457"
"RPN12"		"YFR052W"		"RPN12" // "YFR052W"	"G3O-30498"
"RPN13"		"YLR421C"		"RPN13" // "YLR421C"	"G3O-32481"
"RPN14"		"YGL004C"		"RPN14" // "YGL004C"	"G3O-30528"
"RPN2"		"YIL075C"		"RPN2" // "YIL075C"	"G3O-31340"
"RPN3"		"YER021W"		"RPN3" // "YER021W"	"G3O-30205"
"RPN4"		"YDL020C"		"RPN4" // "YDL020C"	"G3O-29449"
"RPN5"		"YDL147W"		"RPN5" // "YDL147W"	"G3O-29544"
"RPN6"		"YDL097C"		"RPN6" // "YDL097C"	"G3O-29500"
"RPN7"		"YPR108W"		"RPN7" // "YPR108W"	"G3O-34248"
"RPN8"		"YOR261C"		"RPN8" // "YOR261C"	"G3O-33752"
"RPN9"		"YDR427W"		"RPN9" // "YDR427W"	"G3O-29967"
"RPO21"		"YDL140C"		"RPO21" // "YDL140C"	"G3O-29539"
"RPO26"		"YPR187W"		"RPO26" // "YPR187W"	"G3O-34310"
"RPO31"		"YOR116C"		"RPO31" // "YOR116C"	"G3O-33645"
"RPO41"		"YFL036W"		"RPO41" // "YFL036W"	"G3O-30426"
"RPP0"		"YLR340W"		"RPP0" // "YLR340W"	"G3O-32417"
"RPP1"		"RPP1"		"RPP1" // "RPP1"	"YHR062C"
"RPP1A"		"YDL081C"		"RPP1A" // "YDL081C"	"G3O-29490"
"RPP1B"		"YDL130W"		"RPP1B" // "YDL130W"	"G3O-29529"
"RPP2A"		"YOL039W"		"RPP2A" // "YOL039W"	"G3O-33453"
"RPP2B"		"YDR382W"		"RPP2B" // "YDR382W"	"G3O-29930"
"RPR1"		"RPR1"		"RPR1" // "RPR1"	"G3O-30360"
"RPR2"		"RPR2"		"RPR2" // "RPR2"	"YIR015W"
"RPS0A"		"YGR214W"		"RPS0A" // "YGR214W"	"G3O-30896"
"RPS0B"		"YLR048W"		"RPS0B" // "YLR048W"	"G3O-32204"
"RPS10A"		"YOR293W"		"RPS10A" // "YOR293W"	"G3O-33778"
"RPS10B"		"YMR230W"		"RPS10B" // "YMR230W"	"G3O-32911"
"RPS11A"		"YDR025W"		"RPS11A" // "YDR025W"	"G3O-29641"
"RPS11B"		"YBR048W"		"RPS11B" // "YBR048W"	"G3O-29020"
"RPS12"		"YOR369C"		"RPS12" // "YOR369C"	"G3O-33837"
"RPS13"		"YDR064W"		"RPS13" // "YDR064W"	"G3O-29671"
"RPS14A"		"YCR031C"		"RPS14A" // "YCR031C"	"G3O-29345"
"RPS14B"		"YJL191W"		"RPS14B" // "YJL191W"	"G3O-31623"
"RPS15"		"YOL040C"		"RPS15" // "YOL040C"	"G3O-33454"
"RPS16A"		"YMR143W"		"RPS16A" // "YMR143W"	"G3O-32835"
"RPS16B"		"YDL083C"		"RPS16B" // "YDL083C"	"G3O-29492"
"RPS17A"		"YML024W"		"RPS17A" // "YML024W"	"G3O-32626"
"RPS17B"		"YDR447C"		"RPS17B" // "YDR447C"	"G3O-29978"
"RPS18A"		"YDR450W"		"RPS18A" // "YDR450W"	"G3O-29981"
"RPS18B"		"YML026C"		"RPS18B" // "YML026C"	"G3O-32628"
"RPS19A"		"YOL121C"		"RPS19A" // "YOL121C"	"G3O-33517"
"RPS19B"		"YNL302C"		"RPS19B" // "YNL302C"	"G3O-33290"
"RPS1A"		"YLR441C"		"RPS1A" // "YLR441C"	"G3O-32497"
"RPS1B"		"YML063W"		"RPS1B" // "YML063W"	"G3O-32658"
"RPS2"		"YGL123W"		"RPS2" // "YGL123W"	"G3O-30620"
"RPS20"		"YHL015W"		"RPS20" // "YHL015W"	"G3O-31035"
"RPS21A"		"YKR057W"		"RPS21A" // "YKR057W"	"G3O-32026"
"RPS21B"		"YJL136C"		"RPS21B" // "YJL136C"	"G3O-31583"
"RPS22A"		"YJL190C"		"RPS22A" // "YJL190C"	"G3O-31622"
"RPS22B"		"YLR367W"		"RPS22B" // "YLR367W"	"G3O-32436"
"RPS23A"		"YGR118W"		"RPS23A" // "YGR118W"	"G3O-30825"
"RPS23B"		"YPR132W"		"RPS23B" // "YPR132W"	"G3O-34268"
"RPS24A"		"YER074W"		"RPS24A" // "YER074W"	"G3O-30245"
"RPS24B"		"YIL069C"		"RPS24B" // "YIL069C"	"G3O-31336"
"RPS25A"		"YGR027C"		"RPS25A" // "YGR027C"	"G3O-30751"
"RPS25B"		"YLR333C"		"RPS25B" // "YLR333C"	"G3O-32413"
"RPS26A"		"YGL189C"		"RPS26A" // "YGL189C"	"G3O-30672"
"RPS26B"		"YER131W"		"RPS26B" // "YER131W"	"G3O-30294"
"RPS27A"		"YKL156W"		"RPS27A" // "YKL156W"	"G3O-31926"
"RPS27B"		"YHR021C"		"RPS27B" // "YHR021C"	"G3O-31082"
"RPS28A"		"YOR167C"		"RPS28A" // "YOR167C"	"G3O-33683"
"RPS28B"		"YLR264W"		"RPS28B" // "YLR264W"	"G3O-32364"
"RPS29A"		"YLR388W"		"RPS29A" // "YLR388W"	"G3O-32454"
"RPS29B"		"YDL061C"		"RPS29B" // "YDL061C"	"G3O-29477"
"RPS3"		"YNL178W"		"RPS3" // "YNL178W"	"G3O-33190"
"RPS30A"		"YLR287C-A"		"RPS30A" // "YLR287C-A"	"G3O-32382"
"RPS30B"		"YOR182C"		"RPS30B" // "YOR182C"	"G3O-33693"
"RPS31"		"YLR167W"		"RPS31" // "YLR167W"	"G3O-32297"
"RPS4A"		"YJR145C"		"RPS4A" // "YJR145C"	"G3O-31759"
"RPS4B"		"YHR203C"		"RPS4B" // "YHR203C"	"G3O-31230"
"RPS5"		"YJR123W"		"RPS5" // "YJR123W"	"G3O-31744"
"RPS6A"		"YPL090C"		"RPS6A" // "YPL090C"	"G3O-33995"
"RPS6B"		"YBR181C"		"RPS6B" // "YBR181C"	"G3O-29125"
"RPS7A"		"YOR096W"		"RPS7A" // "YOR096W"	"G3O-33629"
"RPS7B"		"YNL096C"		"RPS7B" // "YNL096C"	"G3O-33124"
"RPS8A"		"YBL072C"		"RPS8A" // "YBL072C"	"G3O-28965"
"RPS8B"		"YER102W"		"RPS8B" // "YER102W"	"G3O-30267"
"RPS9A"		"YPL081W"		"RPS9A" // "YPL081W"	"G3O-33987"
"RPS9B"		"YBR189W"		"RPS9B" // "YBR189W"	"G3O-29132"
"RPT1"		"YKL145W"		"RPT1" // "YKL145W"	"G3O-31920"
"RPT2"		"YDL007W"		"RPT2" // "YDL007W"	"G3O-29438"
"RPT3"		"YDR394W"		"RPT3" // "YDR394W"	"G3O-29942"
"RPT4"		"YOR259C"		"RPT4" // "YOR259C"	"G3O-33750"
"RPT5"		"YOR117W"		"RPT5" // "YOR117W"	"G3O-33646"
"RPT6"		"YGL048C"		"RPT6" // "YGL048C"	"G3O-30558"
"RRB1"		"YMR131C"		"RRB1" // "YMR131C"	"G3O-32824"
"RRD1"		"YIL153W"		"RRD1" // "YIL153W"	"G3O-31402"
"RRD2"		"YPL152W"		"RRD2" // "YPL152W"	"G3O-34049"
"RRF1"		"YHR038W"		"RRF1" // "YHR038W"	"G3O-31097"
"RRG1"		"YDR065W"		"RRG1" // "YDR065W"	"G3O-29672"
"RRG7"		"YOR305W"		"RRG7" // "YOR305W"	"G3O-33789"
"RRG8"		"YPR116W"		"RRG8" // "YPR116W"	"G3O-34255"
"RRG9"		"YNL213C"		"RRG9" // "YNL213C"	"G3O-33219"
"RRI1"		"YDL216C"		"RRI1" // "YDL216C"	"G3O-29597"
"RRI2"		"YOL117W"		"RRI2" // "YOL117W"	"G3O-33514"
"RRM3"		"YHR031C"		"RRM3" // "YHR031C"	"G3O-31091"
"RRN10"		"YBL025W"		"RRN10" // "YBL025W"	"G3O-28928"
"RRN11"		"YML043C"		"RRN11" // "YML043C"	"G3O-32641"
"RRN3"		"YKL125W"		"RRN3" // "YKL125W"	"G3O-31907"
"RRN5"		"YLR141W"		"RRN5" // "YLR141W"	"G3O-32280"
"RRN6"		"YBL014C"		"RRN6" // "YBL014C"	"G3O-28919"
"RRN7"		"YJL025W"		"RRN7" // "YJL025W"	"G3O-31495"
"RRN9"		"YMR270C"		"RRN9" // "YMR270C"	"G3O-32943"
"RRP1"		"YDR087C"		"RRP1" // "YDR087C"	"G3O-29692"
"RRP12"		"YPL012W"		"RRP12" // "YPL012W"	"G3O-33931"
"RRP14"		"YKL082C"		"RRP14" // "YKL082C"	"G3O-31877"
"RRP15"		"YPR143W"		"RRP15" // "YPR143W"	"G3O-34277"
"RRP17"		"YDR412W"		"RRP17" // "YDR412W"	"G3O-29955"
"RRP3"		"YHR065C"		"RRP3" // "YHR065C"	"G3O-31116"
"RRP36"		"YOR287C"		"RRP36" // "YOR287C"	"G3O-33773"
"RRP4"		"YHR069C"		"RRP4" // "YHR069C"	"G3O-31119"
"RRP40"		"YOL142W"		"RRP40" // "YOL142W"	"G3O-33533"
"RRP42"		"YDL111C"		"RRP42" // "YDL111C"	"G3O-29512"
"RRP43"		"YCR035C"		"RRP43" // "YCR035C"	"G3O-29348"
"RRP45"		"YDR280W"		"RRP45" // "YDR280W"	"G3O-29845"
"RRP46"		"YGR095C"		"RRP46" // "YGR095C"	"G3O-30805"
"RRP5"		"YMR229C"		"RRP5" // "YMR229C"	"G3O-32910"
"RRP6"		"YOR001W"		"RRP6" // "YOR001W"	"G3O-33552"
"RRP7"		"YCL031C"		"RRP7" // "YCL031C"	"G3O-29291"
"RRP8"		"YDR083W"		"RRP8" // "YDR083W"	"G3O-29688"
"RRP9"		"YPR137W"		"RRP9" // "YPR137W"	"G3O-34272"
"RRS1"		"YOR294W"		"RRS1" // "YOR294W"	"G3O-33779"
"RRT12"		"YCR045C"		"RRT12" // "YCR045C"	"G3O-29356"
"RRT13"		"YER066W"		"RRT13" // "YER066W"	"G3O-30240"
"RRT14"		"YIL127C"		"RRT14" // "YIL127C"	"G3O-31378"
"RRT15"		"YLR162W-A"		"RRT15" // "YLR162W-A"	"G3O-32580"
"RRT5"		"YFR032C"		"RRT5" // "YFR032C"	"G3O-30480"
"RRT6"		"YGL146C"		"RRT6" // "YGL146C"	"G3O-30640"
"RRT8"		"YOL048C"		"RRT8" // "YOL048C"	"G3O-33461"
"RSA1"		"YPL193W"		"RSA1" // "YPL193W"	"G3O-34086"
"RSA3"		"YLR221C"		"RSA3" // "YLR221C"	"G3O-32335"
"RSA4"		"YCR072C"		"RSA4" // "YCR072C"	"G3O-29372"
"RSB1"		"YOR049C"		"RSB1" // "YOR049C"	"G3O-33593"
"RSC1"		"YGR056W"		"RSC1" // "YGR056W"	"G3O-30773"
"RSC2"		"YLR357W"		"RSC2" // "YLR357W"	"G3O-32429"
"RSC3"		"YDR303C"		"RSC3" // "YDR303C"	"G3O-29863"
"RSC30"		"YHR056C"		"RSC30" // "YHR056C"	"G3O-31110"
"RSC4"		"YKR008W"		"RSC4" // "YKR008W"	"G3O-31986"
"RSC58"		"YLR033W"		"RSC58" // "YLR033W"	"G3O-32192"
"RSC6"		"YCR052W"		"RSC6" // "YCR052W"	"G3O-29361"
"RSC8"		"YFR037C"		"RSC8" // "YFR037C"	"G3O-30484"
"RSC9"		"YML127W"		"RSC9" // "YML127W"	"G3O-32705"
"RSE1"		"YML049C"		"RSE1" // "YML049C"	"G3O-32646"
"RSF1"		"YMR030W"		"RSF1" // "YMR030W"	"G3O-32735"
"RSF2"		"YJR127C"		"RSF2" // "YJR127C"	"G3O-31748"
"RSM10"		"YDR041W"		"RSM10" // "YDR041W"	"G3O-29655"
"RSM18"		"YER050C"		"RSM18" // "YER050C"	"G3O-30229"
"RSM19"		"YNR037C"		"RSM19" // "YNR037C"	"G3O-33347"
"RSM22"		"YKL155C"		"RSM22" // "YKL155C"	"G3O-31925"
"RSM23"		"YGL129C"		"RSM23" // "YGL129C"	"G3O-30625"
"RSM24"		"YDR175C"		"RSM24" // "YDR175C"	"G3O-29764"
"RSM25"		"YIL093C"		"RSM25" // "YIL093C"	"G3O-31353"
"RSM26"		"YJR101W"		"RSM26" // "YJR101W"	"G3O-31729"
"RSM27"		"YGR215W"		"RSM27" // "YGR215W"	"G3O-30897"
"RSM28"		"YDR494W"		"RSM28" // "YDR494W"	"G3O-30017"
"RSM7"		"YJR113C"		"RSM7" // "YJR113C"	"G3O-31736"
"RSN1"		"YMR266W"		"RSN1" // "YMR266W"	"G3O-32940"
"RSP5"		"YER125W"		"RSP5" // "YER125W"	"G3O-30288"
"RSR1"		"YGR152C"		"RSR1" // "YGR152C"	"G3O-30854"
"RTA1"		"YGR213C"		"RTA1" // "YGR213C"	"G3O-30895"
"RTC1"		"YOL138C"		"RTC1" // "YOL138C"	"G3O-33531"
"RTC2"		"YBR147W"		"RTC2" // "YBR147W"	"G3O-29099"
"RTC3"		"YHR087W"		"RTC3" // "YHR087W"	"G3O-31134"
"RTC4"		"YNL254C"		"RTC4" // "YNL254C"	"G3O-33251"
"RTC5"		"YOR118W"		"RTC5" // "YOR118W"	"G3O-33647"
"RTC6"		"YPL183W-A"		"RTC6" // "YPL183W-A"	"G3O-34348"
"RTF1"		"YGL244W"		"RTF1" // "YGL244W"	"G3O-30715"
"RTG1"		"YOL067C"		"RTG1" // "YOL067C"	"G3O-33472"
"RTG2"		"YGL252C"		"RTG2" // "YGL252C"	"G3O-30722"
"RTG3"		"YBL103C"		"RTG3" // "YBL103C"	"G3O-28987"
"RTK1"		"YDL025C"		"RTK1" // "YDL025C"	"G3O-29452"
"RTN1"		"YDR233C"		"RTN1" // "YDR233C"	"G3O-29810"
"RTN2"		"YDL204W"		"RTN2" // "YDL204W"	"G3O-29587"
"RTR1"		"YER139C"		"RTR1" // "YER139C"	"G3O-30300"
"RTR2"		"YDR066C"		"RTR2" // "YDR066C"	"G3O-29673"
"RTS1"		"YOR014W"		"RTS1" // "YOR014W"	"G3O-33563"
"RTS2"		"YOR077W"		"RTS2" // "YOR077W"	"G3O-33614"
"RTS3"		"YGR161C"		"RTS3" // "YGR161C"	"G3O-30860"
"RTT10"		"YPL183C"		"RTT10" // "YPL183C"	"G3O-34077"
"RTT101"		"YJL047C"		"RTT101" // "YJL047C"	"G3O-31511"
"RTT102"		"YGR275W"		"RTT102" // "YGR275W"	"G3O-30940"
"RTT103"		"YDR289C"		"RTT103" // "YDR289C"	"G3O-29853"
"RTT105"		"YER104W"		"RTT105" // "YER104W"	"G3O-30269"
"RTT106"		"YNL206C"		"RTT106" // "YNL206C"	"G3O-33212"
"RTT107"		"YHR154W"		"RTT107" // "YHR154W"	"G3O-31189"
"RTT109"		"YLL002W"		"RTT109" // "YLL002W"	"G3O-32107"
"RUB1"		"YDR139C"		"RUB1" // "YDR139C"	"G3O-29736"
"RUD3"		"YOR216C"		"RUD3" // "YOR216C"	"G3O-33718"
"RUF20"		"RUF20"		"RUF20" // "RUF20"	"G3O-30522"
"RUF21"		"RUF21"		"RUF21" // "RUF21"	"G3O-30523"
"RUF22"		"RUF22"		"RUF22" // "RUF22"	"G3O-30524"
"RUF23"		"RUF23"		"RUF23" // "RUF23"	"G3O-30525"
"RUF5-1"		"RUF5-1"		"RUF5-1" // "RUF5-1"	"G3O-31265"
"RUF5-2"		"RUF5-2"		"RUF5-2" // "RUF5-2"	"G3O-31266"
"RUP1"		"YOR138C"		"RUP1" // "YOR138C"	"G3O-33660"
"RVB1"		"YDR190C"		"RVB1" // "YDR190C"	"G3O-29778"
"RVB2"		"YPL235W"		"RVB2" // "YPL235W"	"G3O-34122"
"RVS161"		"YCR009C"		"RVS161" // "YCR009C"	"G3O-29326"
"RVS167"		"YDR388W"		"RVS167" // "YDR388W"	"G3O-29936"
"RXT2"		"YBR095C"		"RXT2" // "YBR095C"	"G3O-29059"
"RXT3"		"YDL076C"		"RXT3" // "YDL076C"	"G3O-29487"
"SAC1"	"YKL212W" // "RSD1"	"YKL212W"		"SAC1" // "YKL212W" // "RSD1" // "YKL212W"	"G3O-60"
"SAC3"		"YDR159W"		"SAC3" // "YDR159W"	"G3O-29749"
"SAC6"		"YDR129C"		"SAC6" // "YDR129C"	"G3O-29728"
"SAC7"		"YDR389W"		"SAC7" // "YDR389W"	"G3O-29937"
"SAD1"		"YFR005C"		"SAD1" // "YFR005C"	"G3O-30458"
"SAE2"		"YGL175C"		"SAE2" // "YGL175C"	"G3O-30663"
"SAE3"		"YHR079C-A"		"SAE3" // "YHR079C-A"	"G3O-31241"
"SAF1"		"YBR280C"		"SAF1" // "YBR280C"	"G3O-29200"
"SAG1"		"YJR004C"		"SAG1" // "YJR004C"	"G3O-31650"
"SAH1"		"SAH1"		"SAH1" // "SAH1"	"YER043C"
"SAK1"		"YER129W"		"SAK1" // "YER129W"	"G3O-30292"
"SAL1"		"YNL083W"		"SAL1" // "YNL083W"	"G3O-33112"
"SAM1"	"ETH10"	"SAM1"		"SAM1" // "ETH10" // "SAM1"	"YLR180W"
"SAM2"	"ETH2"	"SAM2"		"SAM2" // "ETH2" // "SAM2"	"YDR502C"
"SAM3"		"YPL274W"		"SAM3" // "YPL274W"	"G3O-34155"
"SAM35"		"YHR083W"		"SAM35" // "YHR083W"	"G3O-31130"
"SAM37"		"YMR060C"		"SAM37" // "YMR060C"	"G3O-32763"
"SAM4"		"SAM4"		"SAM4" // "SAM4"	"YPL273W"
"SAM50"		"YNL026W"		"SAM50" // "YNL026W"	"G3O-33064"
"SAN1"		"YDR143C"		"SAN1" // "YDR143C"	"G3O-29740"
"SAP1"		"YER047C"		"SAP1" // "YER047C"	"G3O-30226"
"SAP155"		"YFR040W"		"SAP155" // "YFR040W"	"G3O-30487"
"SAP185"		"YJL098W"		"SAP185" // "YJL098W"	"G3O-31553"
"SAP190"		"YKR028W"		"SAP190" // "YKR028W"	"G3O-32004"
"SAP30"		"YMR263W"		"SAP30" // "YMR263W"	"G3O-32937"
"SAP4"		"YGL229C"		"SAP4" // "YGL229C"	"G3O-30703"
"SAR1"		"YPL218W"		"SAR1" // "YPL218W"	"G3O-34107"
"SAS10"		"YDL153C"		"SAS10" // "YDL153C"	"G3O-29548"
"SAS2"		"YMR127C"		"SAS2" // "YMR127C"	"G3O-32820"
"SAS3"		"YBL052C"		"SAS3" // "YBL052C"	"G3O-28951"
"SAS4"		"YDR181C"		"SAS4" // "YDR181C"	"G3O-29770"
"SAS5"		"YOR213C"		"SAS5" // "YOR213C"	"G3O-33715"
"SAT4"		"YCR008W"		"SAT4" // "YCR008W"	"G3O-29325"
"SAW1"		"YAL027W"		"SAW1" // "YAL027W"	"G3O-28838"
"SAY1"		"YGR263C"		"SAY1" // "YGR263C"	"G3O-30932"
"SBA1"		"YKL117W"		"SBA1" // "YKL117W"	"G3O-31901"
