Product Name,Genes,Component coefficients,Gene products
CPX-2262,YER012W // YPR103W // YJL001W // YFR050C // YMR314W // YOL038W // YBL041W // YML092C // YGR135W // YOR362C // YOR157C // YGR253C // YER094C // YHR027C // YIL075C // YER021W // YDL147W // YDL097C // YPR108W // YOR261C // YDR427W // YHR200W // YFR004W // YFR052W // YLR421C // YKL145W // YDL007W // YDR394W // YOR259C // YOR117W // YGL048C // YGL011C // YDR363W-A,TUPLE // YER012W-MONOMER // 1 // TUPLE // YPR103W-MONOMER // 1 // TUPLE // YJL001W-MONOMER // 1 // TUPLE // YFR050C-MONOMER // 1 // TUPLE // YMR314W-MONOMER // 1 // TUPLE // YOL038W-MONOMER // 1 // TUPLE // YBL041W-MONOMER // 1 // TUPLE // YML092C-MONOMER // 1 // TUPLE // YGR135W-MONOMER // 1 // TUPLE // YOR362C-MONOMER // 1 // TUPLE // YOR157C-MONOMER // 1 // TUPLE // YGR253C-MONOMER // 1 // TUPLE // YER094C-MONOMER // 1 // TUPLE // YHR027C-MONOMER // 1 // TUPLE // YIL075C-MONOMER // 1 // TUPLE // YER021W-MONOMER // 1 // TUPLE // YDL147W-MONOMER // 1 // TUPLE // YDL097C-MONOMER // 1 // TUPLE // YPR108W-MONOMER // 1 // TUPLE // YOR261C-MONOMER // 1 // TUPLE // YDR427W-MONOMER // 1 // TUPLE // YHR200W-MONOMER // 1 // TUPLE // YFR004W-MONOMER // 1 // TUPLE // YFR052W-MONOMER // 1 // TUPLE // YLR421C-MONOMER // 1 // TUPLE // YKL145W-MONOMER // 1 // TUPLE // YDL007W-MONOMER // 1 // TUPLE // YDR394W-MONOMER // 1 // TUPLE // YOR259C-MONOMER // 1 // TUPLE // YOR117W-MONOMER // 1 // TUPLE // YGL048C-MONOMER // 1 // TUPLE // YGL011C-MONOMER // 1 // TUPLE // YDR363W-A-MONOMER // 1,YER012W-MONOMER // YPR103W-MONOMER // YJL001W-MONOMER // YFR050C-MONOMER // YMR314W-MONOMER // YOL038W-MONOMER // YBL041W-MONOMER // YML092C-MONOMER // YGR135W-MONOMER // YOR362C-MONOMER // YOR157C-MONOMER // YGR253C-MONOMER // YER094C-MONOMER // YHR027C-MONOMER // YIL075C-MONOMER // YER021W-MONOMER // YDL147W-MONOMER // YDL097C-MONOMER // YPR108W-MONOMER // YOR261C-MONOMER // YDR427W-MONOMER // YHR200W-MONOMER // YFR004W-MONOMER // YFR052W-MONOMER // YLR421C-MONOMER // YKL145W-MONOMER // YDL007W-MONOMER // YDR394W-MONOMER // YOR259C-MONOMER // YOR117W-MONOMER // YGL048C-MONOMER // YGL011C-MONOMER // YDR363W-A-MONOMER
CPX-1651,YER172C // YGL174W // YCR063W // YDR364C // YMR213W // YLR117C // YMR240C // YDR163W // YDL209C // YDR482C // YGR278W // YGL128C // YLR323C // YNL245C // YPL064C // YBR065C // YMR288W // YIR005W // YJR050W // YPL213W // YIR009W // YBR188C // YDL043C // YLL036C // YJL203W // YER013W // YAL032C // YPL151C // YHR165C // YDL030W // YML049C // YDR088C // YER029C // YGR074W // YLR275W // YLR147C // YPR182W // YPR101W // YKL173W // YOR148C // YDR416W // YGR129W // YKL095W,TUPLE // YER172C-MONOMER // 1 // TUPLE // YGL174W-MONOMER // 1 // TUPLE // YCR063W-MONOMER // 1 // TUPLE // YDR364C-MONOMER // 1 // TUPLE // YMR213W-MONOMER // 1 // TUPLE // YLR117C-MONOMER // 1 // TUPLE // YMR240C-MONOMER // 1 // TUPLE // YDR163W-MONOMER // 1 // TUPLE // YDL209C-MONOMER // 1 // TUPLE // YDR482C-MONOMER // 1 // TUPLE // YGR278W-MONOMER // 1 // TUPLE // YGL128C-MONOMER // 1 // TUPLE // YLR323C-MONOMER // 1 // TUPLE // YNL245C-MONOMER // 1 // TUPLE // YPL064C-MONOMER // 1 // TUPLE // YBR065C-MONOMER // 1 // TUPLE // YMR288W-MONOMER // 1 // TUPLE // YIR005W-MONOMER // 1 // TUPLE // YJR050W-MONOMER // 1 // TUPLE // YPL213W-MONOMER // 1 // TUPLE // YIR009W-MONOMER // 1 // TUPLE // YBR188C-MONOMER // 1 // TUPLE // YDL043C-MONOMER // 1 // TUPLE // YLL036C-MONOMER // 1 // TUPLE // YJL203W-MONOMER // 1 // TUPLE // YER013W-MONOMER // 1 // TUPLE // YAL032C-MONOMER // 1 // TUPLE // YPL151C-MONOMER // 1 // TUPLE // YHR165C-MONOMER // 1 // TUPLE // YDL030W-MONOMER // 1 // TUPLE // YML049C-MONOMER // 1 // TUPLE // YDR088C-MONOMER // 1 // TUPLE // YER029C-MONOMER // 1 // TUPLE // YGR074W-MONOMER // 1 // TUPLE // YLR275W-MONOMER // 1 // TUPLE // YLR147C-MONOMER // 1 // TUPLE // YPR182W-MONOMER // 1 // TUPLE // YPR101W-MONOMER // 1 // TUPLE // YKL173W-MONOMER // 1 // TUPLE // YOR148C-MONOMER // 1 // TUPLE // YDR416W-MONOMER // 1 // TUPLE // YGR129W-MONOMER // 1 // TUPLE // YKL095W-MONOMER // 1,YER172C-MONOMER // YGL174W-MONOMER // YCR063W-MONOMER // YDR364C-MONOMER // YMR213W-MONOMER // YLR117C-MONOMER // YMR240C-MONOMER // YDR163W-MONOMER // YDL209C-MONOMER // YDR482C-MONOMER // YGR278W-MONOMER // YGL128C-MONOMER // YLR323C-MONOMER // YNL245C-MONOMER // YPL064C-MONOMER // YBR065C-MONOMER // YMR288W-MONOMER // YIR005W-MONOMER // YJR050W-MONOMER // YPL213W-MONOMER // YIR009W-MONOMER // YBR188C-MONOMER // YDL043C-MONOMER // YLL036C-MONOMER // YJL203W-MONOMER // YER013W-MONOMER // YAL032C-MONOMER // YPL151C-MONOMER // YHR165C-MONOMER // YDL030W-MONOMER // YML049C-MONOMER // YDR088C-MONOMER // YER029C-MONOMER // YGR074W-MONOMER // YLR275W-MONOMER // YLR147C-MONOMER // YPR182W-MONOMER // YPR101W-MONOMER // YKL173W-MONOMER // YOR148C-MONOMER // YDR416W-MONOMER // YGR129W-MONOMER // YKL095W-MONOMER
CPX-1319,YNL264C // YGR170W,TUPLE // YNL264C-MONOMER // 1 // TUPLE // YGR170W-MONOMER // 1,YNL264C-MONOMER // YGR170W-MONOMER
CPX-1730,YPL147W // YKL188C,TUPLE // YPL147W-MONOMER // 1 // TUPLE // YKL188C-MONOMER // 1,YPL147W-MONOMER // YKL188C-MONOMER
CPX-1814,YHR034C // YDR190C // YPL235W // YCR060W,TUPLE // YHR034C-MONOMER // 1 // TUPLE // YDR190C-MONOMER // 1 // TUPLE // YPL235W-MONOMER // 1 // TUPLE // YCR060W-MONOMER // 1,YHR034C-MONOMER // YDR190C-MONOMER // YPL235W-MONOMER // YCR060W-MONOMER
CPX-1743,YHR064C // YGR285C,TUPLE // YHR064C-MONOMER // 1 // TUPLE // YGR285C-MONOMER // 1,YHR064C-MONOMER // YGR285C-MONOMER
CPX-2902,YGL058W // YCR066W,TUPLE // YGL058W-MONOMER // 1 // TUPLE // YCR066W-MONOMER // 1,YGL058W-MONOMER // YCR066W-MONOMER
CPX-2918,YGR184C // YGL058W,TUPLE // YGR184C-MONOMER // 1 // TUPLE // YGL058W-MONOMER // 1,YGR184C-MONOMER // YGL058W-MONOMER
CPX-2935,YGL058W // YLR024C,TUPLE // YGL058W-MONOMER // 1 // TUPLE // YLR024C-MONOMER // 1,YGL058W-MONOMER // YLR024C-MONOMER
CPX-1191,YGR003W // YPL046C // YJR052W // YBR114W,TUPLE // YGR003W-MONOMER // 1 // TUPLE // YPL046C-MONOMER // 1 // TUPLE // YJR052W-MONOMER // 1 // TUPLE // YBR114W-MONOMER // 1,YGR003W-MONOMER // YPL046C-MONOMER // YJR052W-MONOMER // YBR114W-MONOMER
CPX-1807,YER173W // YJR068W // YNL290W // YOL094C // YBR087W,TUPLE // YER173W-MONOMER // 1 // TUPLE // YJR068W-MONOMER // 1 // TUPLE // YNL290W-MONOMER // 1 // TUPLE // YOL094C-MONOMER // 1 // TUPLE // YBR087W-MONOMER // 1,YER173W-MONOMER // YJR068W-MONOMER // YNL290W-MONOMER // YOL094C-MONOMER // YBR087W-MONOMER
CPX-1322,YJL115W // YPL153C,TUPLE // YJL115W-MONOMER // 1 // TUPLE // YPL153C-MONOMER // 1,YJL115W-MONOMER // YPL153C-MONOMER
CPX-3139,YDR076W // YDR004W,TUPLE // YDR076W-MONOMER // 1 // TUPLE // YDR004W-MONOMER // 1,YDR076W-MONOMER // YDR004W-MONOMER
CPX-1332,YGL246C // YOR048C,TUPLE // YGL246C-MONOMER // 1 // TUPLE // YOR048C-MONOMER // 1,YGL246C-MONOMER // YOR048C-MONOMER
CPX-1200,YPL075W // YNL216W,TUPLE // YPL075W-MONOMER // 2 // TUPLE // YNL216W-MONOMER // 1,YPL075W-MONOMER // YNL216W-MONOMER
CPX-1229,YPL075W // YNL199C // YNL216W,TUPLE // YPL075W-MONOMER // 2 // TUPLE // YNL199C-MONOMER // 2 // TUPLE // YNL216W-MONOMER // 1,YPL075W-MONOMER // YNL199C-MONOMER // YNL216W-MONOMER
CPX-1627,YJR033C // YDR202C // YDR328C,TUPLE // YJR033C-MONOMER // 1 // TUPLE // YDR202C-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YJR033C-MONOMER // YDR202C-MONOMER // YDR328C-MONOMER
CPX-1292,YLR329W // YHR157W,TUPLE // YLR329W-MONOMER // 1 // TUPLE // YHR157W-MONOMER // 1,YLR329W-MONOMER // YHR157W-MONOMER
CPX-1669,YFR028C // YJL076W // YDL042C,TUPLE // YFR028C-MONOMER // 1 // TUPLE // YJL076W-MONOMER // 1 // TUPLE // YDL042C-MONOMER // 1,YFR028C-MONOMER // YJL076W-MONOMER // YDL042C-MONOMER
CPX-1649,YGL174W // YIR005W // YLR016C,TUPLE // YGL174W-MONOMER // 1 // TUPLE // YIR005W-MONOMER // 1 // TUPLE // YLR016C-MONOMER // 1,YGL174W-MONOMER // YIR005W-MONOMER // YLR016C-MONOMER
CPX-1653,YJL053W // YOR069W // YOR132W // YHR012W // YJL154C,TUPLE // YJL053W-MONOMER // 1 // TUPLE // YOR069W-MONOMER // 1 // TUPLE // YOR132W-MONOMER // 1 // TUPLE // YHR012W-MONOMER // 1 // TUPLE // YJL154C-MONOMER // 1,YJL053W-MONOMER // YOR069W-MONOMER // YOR132W-MONOMER // YHR012W-MONOMER // YJL154C-MONOMER
CPX-1091,YPL167C // YIL139C,TUPLE // YPL167C-MONOMER // 1 // TUPLE // YIL139C-MONOMER // 1,YPL167C-MONOMER // YIL139C-MONOMER
CPX-545,YOR217W // YJR068W // YNL290W // YOL094C // YBR087W,TUPLE // YOR217W-MONOMER // 1 // TUPLE // YJR068W-MONOMER // 1 // TUPLE // YNL290W-MONOMER // 1 // TUPLE // YOL094C-MONOMER // 1 // TUPLE // YBR087W-MONOMER // 1,YOR217W-MONOMER // YJR068W-MONOMER // YNL290W-MONOMER // YOL094C-MONOMER // YBR087W-MONOMER
CPX-3078,YLR039C // YDR137W,TUPLE // YLR039C-MONOMER // 1 // TUPLE // YDR137W-MONOMER // 1,YLR039C-MONOMER // YDR137W-MONOMER
CPX-1711,YHR085W // YNL182C // YHR197W,TUPLE // YHR085W-MONOMER // 1 // TUPLE // YNL182C-MONOMER // 1 // TUPLE // YHR197W-MONOMER // 1,YHR085W-MONOMER // YNL182C-MONOMER // YHR197W-MONOMER
CPX-1720,YNL072W // YDR279W // YLR154C,TUPLE // YNL072W-MONOMER // 1 // TUPLE // YDR279W-MONOMER // 1 // TUPLE // YLR154C-MONOMER // 1,YNL072W-MONOMER // YDR279W-MONOMER // YLR154C-MONOMER
CPX-1102,YER070W // YJL026W // YGR180C,TUPLE // YER070W-MONOMER // 2 // TUPLE // YJL026W-MONOMER // 1 // TUPLE // YGR180C-MONOMER // 1,YER070W-MONOMER // YJL026W-MONOMER // YGR180C-MONOMER
CPX-1103,YER070W // YJL026W // YIL066C // YGR180C,TUPLE // YER070W-MONOMER // 1 // TUPLE // YJL026W-MONOMER // 1 // TUPLE // YIL066C-MONOMER // 1 // TUPLE // YGR180C-MONOMER // 1,YER070W-MONOMER // YJL026W-MONOMER // YIL066C-MONOMER // YGR180C-MONOMER
CPX-21,YAR007C // YNL312W // YJL173C,TUPLE // YAR007C-MONOMER // 1 // TUPLE // YNL312W-MONOMER // 1 // TUPLE // YJL173C-MONOMER // 1,YAR007C-MONOMER // YNL312W-MONOMER // YJL173C-MONOMER
CPX-1891,YJL140W // YDR404C,TUPLE // YJL140W-MONOMER // 1 // TUPLE // YDR404C-MONOMER // 1,YJL140W-MONOMER // YDR404C-MONOMER
CPX-1851,YPR023C // YMR075W // YNL330C // YOL004W // YPL139C,TUPLE // YPR023C-MONOMER // 1 // TUPLE // YMR075W-MONOMER // 1 // TUPLE // YNL330C-MONOMER // 1 // TUPLE // YOL004W-MONOMER // 1 // TUPLE // YPL139C-MONOMER // 1,YPR023C-MONOMER // YMR075W-MONOMER // YNL330C-MONOMER // YOL004W-MONOMER // YPL139C-MONOMER
CPX-3265,YDL126C // YBR170C // YMR247C // YDR333C // YPL009C // YGR048W,TUPLE // YDL126C-MONOMER // 6 // TUPLE // YBR170C-MONOMER // 1 // TUPLE // YMR247C-MONOMER // 1 // TUPLE // YDR333C-MONOMER // 1 // TUPLE // YPL009C-MONOMER // 1 // TUPLE // YGR048W-MONOMER // 1,YDL126C-MONOMER // YBR170C-MONOMER // YMR247C-MONOMER // YDR333C-MONOMER // YPL009C-MONOMER // YGR048W-MONOMER
CPX-1889,YPR034W // YMR033W // YCR020W-B // YBL006C // YMR091C // YGR275W // YGR056W // YDR303C // YKR008W // YCR052W // YFR037C // YML127W // YHR056C // YLR033W // YLR321C // YIL126W,TUPLE // YPR034W-MONOMER // 1 // TUPLE // YMR033W-MONOMER // 1 // TUPLE // YCR020W-B-MONOMER // 1 // TUPLE // YBL006C-MONOMER // 1 // TUPLE // YMR091C-MONOMER // 1 // TUPLE // YGR275W-MONOMER // 1 // TUPLE // YGR056W-MONOMER // 1 // TUPLE // YDR303C-MONOMER // 1 // TUPLE // YKR008W-MONOMER // 1 // TUPLE // YCR052W-MONOMER // 1 // TUPLE // YFR037C-MONOMER // 1 // TUPLE // YML127W-MONOMER // 1 // TUPLE // YHR056C-MONOMER // 1 // TUPLE // YLR033W-MONOMER // 1 // TUPLE // YLR321C-MONOMER // 1 // TUPLE // YIL126W-MONOMER // 1,YPR034W-MONOMER // YMR033W-MONOMER // YCR020W-B-MONOMER // YBL006C-MONOMER // YMR091C-MONOMER // YGR275W-MONOMER // YGR056W-MONOMER // YDR303C-MONOMER // YKR008W-MONOMER // YCR052W-MONOMER // YFR037C-MONOMER // YML127W-MONOMER // YHR056C-MONOMER // YLR033W-MONOMER // YLR321C-MONOMER // YIL126W-MONOMER
CPX-1888,YPR034W // YMR033W // YCR020W-B // YBL006C // YMR091C // YLR357W // YDR303C // YKR008W // YCR052W // YFR037C // YML127W // YHR056C // YLR033W // YGR275W // YLR321C // YIL126W,TUPLE // YPR034W-MONOMER // 1 // TUPLE // YMR033W-MONOMER // 1 // TUPLE // YCR020W-B-MONOMER // 1 // TUPLE // YBL006C-MONOMER // 1 // TUPLE // YMR091C-MONOMER // 1 // TUPLE // YLR357W-MONOMER // 1 // TUPLE // YDR303C-MONOMER // 1 // TUPLE // YKR008W-MONOMER // 1 // TUPLE // YCR052W-MONOMER // 1 // TUPLE // YFR037C-MONOMER // 1 // TUPLE // YML127W-MONOMER // 1 // TUPLE // YHR056C-MONOMER // 1 // TUPLE // YLR033W-MONOMER // 1 // TUPLE // YGR275W-MONOMER // 1 // TUPLE // YLR321C-MONOMER // 1 // TUPLE // YIL126W-MONOMER // 1,YPR034W-MONOMER // YMR033W-MONOMER // YCR020W-B-MONOMER // YBL006C-MONOMER // YMR091C-MONOMER // YLR357W-MONOMER // YDR303C-MONOMER // YKR008W-MONOMER // YCR052W-MONOMER // YFR037C-MONOMER // YML127W-MONOMER // YHR056C-MONOMER // YLR033W-MONOMER // YGR275W-MONOMER // YLR321C-MONOMER // YIL126W-MONOMER
CPX-828,YOL067C // YBL103C,TUPLE // YOL067C-MONOMER // 1 // TUPLE // YBL103C-MONOMER // 1,YOL067C-MONOMER // YBL103C-MONOMER
CPX-1355,YHR154W // YBR228W // YLR135W,TUPLE // YHR154W-MONOMER // 1 // TUPLE // YBR228W-MONOMER // 1 // TUPLE // YLR135W-MONOMER // 1,YHR154W-MONOMER // YBR228W-MONOMER // YLR135W-MONOMER
CPX-1333,YLL002W // YNL246W,TUPLE // YLL002W-MONOMER // 2 // TUPLE // YNL246W-MONOMER // 2,YLL002W-MONOMER // YNL246W-MONOMER
CPX-1335,YCR009C // YDR388W,TUPLE // YCR009C-MONOMER // 1 // TUPLE // YDR388W-MONOMER // 1,YCR009C-MONOMER // YDR388W-MONOMER
CPX-656,YDR448W // YDR176W // YER164W // YGR252W // YPL254W // YPL047W // YCL010C // YGL066W // YOL148C // YDR392W // YBR081C // YLR055C // YBR111W-A // YDR167W // YDR145W // YBR198C // YGL112C // YMR236W // YHR099W // YMR223W,TUPLE // YDR448W-MONOMER // 1 // TUPLE // YDR176W-MONOMER // 1 // TUPLE // YER164W-MONOMER // 1 // TUPLE // YGR252W-MONOMER // 1 // TUPLE // YPL254W-MONOMER // 1 // TUPLE // YPL047W-MONOMER // 1 // TUPLE // YCL010C-MONOMER // 1 // TUPLE // YGL066W-MONOMER // 1 // TUPLE // YOL148C-MONOMER // 1 // TUPLE // YDR392W-MONOMER // 1 // TUPLE // YBR081C-MONOMER // 1 // TUPLE // YLR055C-MONOMER // 1 // TUPLE // YBR111W-A-MONOMER // 1 // TUPLE // YDR167W-MONOMER // 1 // TUPLE // YDR145W-MONOMER // 1 // TUPLE // YBR198C-MONOMER // 1 // TUPLE // YGL112C-MONOMER // 1 // TUPLE // YMR236W-MONOMER // 1 // TUPLE // YHR099W-MONOMER // 1 // TUPLE // YMR223W-MONOMER // 1,YDR448W-MONOMER // YDR176W-MONOMER // YER164W-MONOMER // YGR252W-MONOMER // YPL254W-MONOMER // YPL047W-MONOMER // YCL010C-MONOMER // YGL066W-MONOMER // YOL148C-MONOMER // YDR392W-MONOMER // YBR081C-MONOMER // YLR055C-MONOMER // YBR111W-A-MONOMER // YDR167W-MONOMER // YDR145W-MONOMER // YBR198C-MONOMER // YGL112C-MONOMER // YMR236W-MONOMER // YHR099W-MONOMER // YMR223W-MONOMER
CPX-1744,YHR083W // YMR060C // YNL026W,TUPLE // YHR083W-MONOMER // 1 // TUPLE // YMR060C-MONOMER // 1 // TUPLE // YNL026W-MONOMER // 1,YHR083W-MONOMER // YMR060C-MONOMER // YNL026W-MONOMER
CPX-777,YMR127C // YDR181C // YOR213C,TUPLE // YMR127C-MONOMER // 1 // TUPLE // YDR181C-MONOMER // 1 // TUPLE // YOR213C-MONOMER // 1,YMR127C-MONOMER // YDR181C-MONOMER // YOR213C-MONOMER
CPX-1363,YPL022W // YML095C // YAL027W,TUPLE // YPL022W-MONOMER // 1 // TUPLE // YML095C-MONOMER // 1 // TUPLE // YAL027W-MONOMER // 1,YPL022W-MONOMER // YML095C-MONOMER // YAL027W-MONOMER
CPX-946,YER111C // YLR182W,TUPLE // YER111C-MONOMER // 1 // TUPLE // YLR182W-MONOMER // 1,YER111C-MONOMER // YLR182W-MONOMER
CPX-1387,YDR446W // YLR445W // YIL072W // YLR263W // YDR285W,TUPLE // YDR446W-MONOMER // 1 // TUPLE // YLR445W-MONOMER // 1 // TUPLE // YIL072W-MONOMER // 1 // TUPLE // YLR263W-MONOMER // 1 // TUPLE // YDR285W-MONOMER // 1,YDR446W-MONOMER // YLR445W-MONOMER // YIL072W-MONOMER // YLR263W-MONOMER // YDR285W-MONOMER
CPX-1868,YDR180W // YER147C,TUPLE // YDR180W-MONOMER // 1 // TUPLE // YER147C-MONOMER // 1,YDR180W-MONOMER // YER147C-MONOMER
CPX-3234,YDL132W // YFL009W // YDR054C // YOL133W // YDR328C,TUPLE // YDL132W-MONOMER // 1 // TUPLE // YFL009W-MONOMER // 1 // TUPLE // YDR054C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YDL132W-MONOMER // YFL009W-MONOMER // YDR054C-MONOMER // YOL133W-MONOMER // YDR328C-MONOMER
CPX-3244,YDL132W // YJL149W // YDR054C // YOL133W // YDR328C,TUPLE // YDL132W-MONOMER // 1 // TUPLE // YJL149W-MONOMER // 1 // TUPLE // YDR054C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YDL132W-MONOMER // YJL149W-MONOMER // YDR054C-MONOMER // YOL133W-MONOMER // YDR328C-MONOMER
CPX-3250,YDL132W // YOR080W // YDR054C // YOL133W // YDR328C,TUPLE // YDL132W-MONOMER // 1 // TUPLE // YOR080W-MONOMER // 1 // TUPLE // YDR054C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YDL132W-MONOMER // YOR080W-MONOMER // YDR054C-MONOMER // YOL133W-MONOMER // YDR328C-MONOMER
CPX-3241,YDL132W // YJR090C // YDR054C // YOL133W // YDR328C,TUPLE // YDL132W-MONOMER // 1 // TUPLE // YJR090C-MONOMER // 1 // TUPLE // YDR054C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YDL132W-MONOMER // YJR090C-MONOMER // YDR054C-MONOMER // YOL133W-MONOMER // YDR328C-MONOMER
CPX-3255,YDL132W // YLR097C // YDR054C // YOL133W // YDR328C,TUPLE // YDL132W-MONOMER // 1 // TUPLE // YLR097C-MONOMER // 1 // TUPLE // YDR054C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YDL132W-MONOMER // YLR097C-MONOMER // YDR054C-MONOMER // YOL133W-MONOMER // YDR328C-MONOMER
CPX-3242,YDL132W // YLR368W // YDR054C // YOL133W // YDR328C,TUPLE // YDL132W-MONOMER // 1 // TUPLE // YLR368W-MONOMER // 1 // TUPLE // YDR054C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YDL132W-MONOMER // YLR368W-MONOMER // YDR054C-MONOMER // YOL133W-MONOMER // YDR328C-MONOMER
CPX-3254,YDL132W // YBR280C // YDR054C // YOL133W // YDR328C,TUPLE // YDL132W-MONOMER // 1 // TUPLE // YBR280C-MONOMER // 1 // TUPLE // YDR054C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YDL132W-MONOMER // YBR280C-MONOMER // YDR054C-MONOMER // YOL133W-MONOMER // YDR328C-MONOMER
CPX-3243,YDL132W // YML088W // YDR054C // YOL133W // YDR328C,TUPLE // YDL132W-MONOMER // 1 // TUPLE // YML088W-MONOMER // 1 // TUPLE // YDR054C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YDL132W-MONOMER // YML088W-MONOMER // YDR054C-MONOMER // YOL133W-MONOMER // YDR328C-MONOMER
CPX-3249,YDL132W // YIL046W // YDR054C // YOL133W // YDR328C,TUPLE // YDL132W-MONOMER // 1 // TUPLE // YIL046W-MONOMER // 1 // TUPLE // YDR054C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YDR328C-MONOMER // 1,YDL132W-MONOMER // YIL046W-MONOMER // YDR054C-MONOMER // YOL133W-MONOMER // YDR328C-MONOMER
CPX-1249,YER133W // YKL193C,TUPLE // YER133W-MONOMER // 1 // TUPLE // YKL193C-MONOMER // 1,YER133W-MONOMER // YKL193C-MONOMER
CPX-1260,YER133W // YKL193C // YFR003C,TUPLE // YER133W-MONOMER // 1 // TUPLE // YKL193C-MONOMER // 1 // TUPLE // YFR003C-MONOMER // 1,YER133W-MONOMER // YKL193C-MONOMER // YFR003C-MONOMER
CPX-3231,YJR138W // YDR128W // YEL062W // YHL023C // YOL138C // YBL104C // YLR208W // YGL100W,TUPLE // YJR138W-MONOMER // 1 // TUPLE // YDR128W-MONOMER // 1 // TUPLE // YEL062W-MONOMER // 1 // TUPLE // YHL023C-MONOMER // 1 // TUPLE // YOL138C-MONOMER // 1 // TUPLE // YBL104C-MONOMER // 3 // TUPLE // YLR208W-MONOMER // 1 // TUPLE // YGL100W-MONOMER // 3,YJR138W-MONOMER // YDR128W-MONOMER // YEL062W-MONOMER // YHL023C-MONOMER // YOL138C-MONOMER // YBL104C-MONOMER // YLR208W-MONOMER // YGL100W-MONOMER
CPX-1340,YGR098C // YDR113C,TUPLE // YGR098C-MONOMER // 1 // TUPLE // YDR113C-MONOMER // 1,YGR098C-MONOMER // YDR113C-MONOMER
CPX-1341,YPR181C // YHR098C,TUPLE // YPR181C-MONOMER // 1 // TUPLE // YHR098C-MONOMER // 1,YPR181C-MONOMER // YHR098C-MONOMER
CPX-1833,YER087C-B // YLR378C // YDR086C,TUPLE // YER087C-B-MONOMER // 1 // TUPLE // YLR378C-MONOMER // 1 // TUPLE // YDR086C-MONOMER // 1,YER087C-B-MONOMER // YLR378C-MONOMER // YDR086C-MONOMER
CPX-3056,YPL094C // YOR254C // YBR171W // YLR292C,TUPLE // YPL094C-MONOMER // 1 // TUPLE // YOR254C-MONOMER // 1 // TUPLE // YBR171W-MONOMER // 1 // TUPLE // YLR292C-MONOMER // 1,YPL094C-MONOMER // YOR254C-MONOMER // YBR171W-MONOMER // YLR292C-MONOMER
CPX-1854,YLR078C // YLR268W // YLR026C,TUPLE // YLR078C-MONOMER // 1 // TUPLE // YLR268W-MONOMER // 1 // TUPLE // YLR026C-MONOMER // 1,YLR078C-MONOMER // YLR268W-MONOMER // YLR026C-MONOMER
CPX-3342,YCL005W // YLR404W,TUPLE // YCL005W-MONOMER // 1 // TUPLE // YLR404W-MONOMER // 1,YCL005W-MONOMER // YLR404W-MONOMER
CPX-1675,YLR314C // YCR002C // YJR076C // YHR107C // YDL225W,TUPLE // YLR314C-MONOMER // 2 // TUPLE // YCR002C-MONOMER // 2 // TUPLE // YJR076C-MONOMER // 2 // TUPLE // YHR107C-MONOMER // 2 // TUPLE // YDL225W-MONOMER // 1,YLR314C-MONOMER // YCR002C-MONOMER // YJR076C-MONOMER // YHR107C-MONOMER // YDL225W-MONOMER
CPX-1342,YDR155C // YGL194C // YIL112W // YOL068C // YKR029C // YBR103W // YCR033W,TUPLE // YDR155C-MONOMER // 1 // TUPLE // YGL194C-MONOMER // 1 // TUPLE // YIL112W-MONOMER // 1 // TUPLE // YOL068C-MONOMER // 1 // TUPLE // YKR029C-MONOMER // 1 // TUPLE // YBR103W-MONOMER // 1 // TUPLE // YCR033W-MONOMER // 1,YDR155C-MONOMER // YGL194C-MONOMER // YIL112W-MONOMER // YOL068C-MONOMER // YKR029C-MONOMER // YBR103W-MONOMER // YCR033W-MONOMER
CPX-1648,YDL030W // YDL043C // YJL203W,TUPLE // YDL030W-MONOMER // 1 // TUPLE // YDL043C-MONOMER // 1 // TUPLE // YJL203W-MONOMER // 1,YDL030W-MONOMER // YDL043C-MONOMER // YJL203W-MONOMER
CPX-1647,YMR240C // YOR319W // YPR094W // YML049C // YMR288W // YNL138W-A,TUPLE // YMR240C-MONOMER // 1 // TUPLE // YOR319W-MONOMER // 1 // TUPLE // YPR094W-MONOMER // 1 // TUPLE // YML049C-MONOMER // 1 // TUPLE // YMR288W-MONOMER // 1 // TUPLE // YNL138W-A-MONOMER // 1,YMR240C-MONOMER // YOR319W-MONOMER // YPR094W-MONOMER // YML049C-MONOMER // YMR288W-MONOMER // YNL138W-A-MONOMER
