,seed_id
s_3918_c,C16237
s_3918_m,C16237
s_3923_c,CHEBI:138256
s_3923_m,CHEBI:138256
s_3927_c,C03802
s_3928_c,CHEBI:58043
s_3929_c,C00677
s_3930_c,C00676
s_3932_er,G00012
s_3934_c,C18091
s_3935_c,C00088
s_3937_er,C00040
s_3938_er,C00681
s_3940_c,C01573
s_3941_c,C02872
s_3942_p,C19967
s_3943_p,C19968
s_3945_m,C16236
s_3946_m,C16239
s_3948_c,C05345
s_3949_c,C00221
s_3950_c,C01172
s_3951_c,C00267
s_3952_c,C00668
s_3953_c,C00329
s_3953_e,C00329
s_3954_c,C02336
s_3959_c,C05985
s_3960_c,C00804
s_3961_c,C02670
s_3962_c,C00818
s_3963_c,C01149
s_3964_c,C01181
s_3965_c,C06002
s_3966_c,C02170
s_3967_c,C05130
s_3968_c,C02835
s_3969_c,C05445
s_3970_c,C04554
s_3971_c,C05634
s_3972_c,C05635
s_3973_c,C05936
s_3974_c,C02946
s_3975_c,C06613
s_3976_c,C06614
s_3977_c,C16348
s_3978_c,C06615
s_3979_c,C06754
s_3980_c,C06755
s_3981_c,C02576
s_3982_c,C11924
s_3983_c,C03461
s_3984_c,C16502
s_3985_erm,C00865
s_3985_gm,C00865
s_3988_c,CHEBI:75757
s_3989_er,CHEBI:132511
s_3990_er,CHEBI:132515
s_3991_c,C00386
s_3992_c,C01262
s_3993_er,G10595
s_3994_er,G10596
s_3995_er,G10597
s_3996_er,G00007
s_3997_c,C00160
s_3999_c,C00252
s_4000_c,C00721
s_4001_er,G10598
s_4002_er,G00149
s_4003_er,G00140
s_4005_m,C05198
s_4006_m,S-sulfanyl-[L-cysteine desulfurase]
s_4007_m,[disordered-form [Fe-S] cluster scaffold protein]
s_4008_m,S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex
s_4009_m,C01326
s_4010_c,C00320
s_4010_e,C00320
s_4010_m,C00320
s_4012_m,C01755
s_4013_c,C00305
s_4013_e,C00305
s_4013_m,C00305
s_4017_c,C00140
s_4018_c,C00404
s_4019_c,C00070
s_4019_e,C00070
s_4019_g,C00070
s_4021_c,C00940
s_4022_c,C05113
s_4022_m,C05113
s_4024_c,Starch
s_4032_c,C02188
s_4033_c,CHEBI:61930
s_4034_c,CHEBI:73788
s_4034_e,CHEBI:73788
s_4034_v,CHEBI:73788
s_4037_c,C20958
s_4037_e,C20958
s_4037_v,C20958
s_4040_c,CHEBI:73762
s_4040_e,CHEBI:73762
s_4040_v,CHEBI:73762
s_4044_c,CHEBI:77843
s_4044_e,CHEBI:77843
s_4046_c,CHEBI:15245
s_4046_e,CHEBI:15245
s_4048_c,C03189
s_4048_e,C03189
s_4050_c,CHEBI:73771
s_4050_e,CHEBI:73771
s_4050_v,CHEBI:73771
s_4053_c,CHEBI:73888
s_4053_e,CHEBI:73888
s_4053_v,CHEBI:73888
s_4056_c,CHEBI:73898
s_4056_e,CHEBI:73898
s_4056_v,CHEBI:73898
s_4059_c,CHEBI:73784
s_4059_e,CHEBI:73784
s_4059_v,CHEBI:73784
s_4062_c,C02979
s_4062_e,C02979
s_4064_c,C12147
s_4064_e,C12147
s_4066_c,CHEBI:74604
s_4066_e,CHEBI:74604
s_4068_c,C06193
s_4068_e,C06193
s_4070_c,C00988
s_4070_e,C00988
s_4072_c,CHEBI:74631
s_4072_e,CHEBI:74631
s_4073_c,C01678
s_4073_e,C01678
s_4076_c,C00519
s_4077_c,C02532
s_4077_e,C02532
s_4079_c,CHEBI:35621
s_4079_e,CHEBI:35621
s_4081_c,C03031
s_4081_e,C03031
s_4083_c,C01368
s_4083_e,C01368
s_4085_c,CHEBI:74393
s_4085_e,CHEBI:74393
s_4085_v,CHEBI:74393
s_4088_c,CHEBI:58092
s_4088_e,CHEBI:58092
s_4089_c,C00791
s_4089_e,C00791
s_4092_c,C05945
s_4092_e,C05945
s_4094_c,C06194
s_4094_e,C06194
s_4096_c,C06501
s_4096_e,C06501
s_4098_c,C00536
s_4098_e,C00536
s_4100_c,C03104
s_4100_e,C03104
s_4102_c,C02355
s_4102_e,C02355
s_4104_c,C00606
s_4104_e,C00606
s_4106_c,C01367
s_4106_e,C01367
s_4108_c,C01742
s_4108_e,C01742
s_4110_c,C06809
s_4110_e,C06809
s_4112_c,C02084
s_4112_e,C02084
s_4115_c,C05123
s_4115_e,C05123
s_4117_c,C01062
s_4117_e,C01062
s_4119_c,CHEBI:74363
s_4119_e,CHEBI:74363
s_4119_v,CHEBI:74363
s_4122_c,CHEBI:320061
s_4122_e,CHEBI:320061
s_4123_c,C00132
s_4123_e,C00132
s_4126_c,C02354
s_4126_e,C02354
s_4128_c,C00795
s_4128_e,C00795
s_4129_c,C01097
s_4131_e,C19636
s_4132_c,C00164
s_4132_e,C00164
s_4134_c,C02712
s_4134_e,C02712
s_4136_c,C01990
s_4136_e,C01990
s_4138_c,C00506
s_4138_e,C00506
s_4140_e,C01835
s_4177_c,C00544
s_4178_c,C01036
s_4179_c,C01061
s_4181_c,C01904
s_4182_c,C02630
s_4184_c,C00222
s_4186_c,C04181
s_4188_c,C06010
s_4189_c,C06032
s_4191_c,C01595
s_4192_c,C01613
s_4194_c,C00642
s_4195_c,C00530
s_4205_c,cofactor
s_4206_c,ion
